ue_id,loc_x,loc_y,tick,cell_lat,cell_lon,cell_id,cell_az_deg,cell_carrier_freq_mhz,distance_km,relative_bearing,cell_el_deg,cell_rxpower_dbm
22,166.97683402852323,-78.7086824272585,0,-90.0,-180.0,1,0,2100,14.04418870985616,346.97683402852323,0.0,-98.81014858221732
23,27.249826374547183,82.7911555944149,0,-90.0,-180.0,1,0,2100,16.772237564430796,207.24982637454718,0.0,-100.36368553507076
24,-9.488448319603464,-54.20959239031286,0,-90.0,-180.0,1,0,2100,15.197834004919153,170.51155168039656,0.0,-99.53742173578671
25,-87.94920848529614,-92.76743104468542,0,-90.0,-180.0,1,0,2100,12.638076555511496,272.05079151470375,0.0,-97.99760127682566
26,-64.7312685659185,10.924911712899444,0,-90.0,-180.0,1,0,2100,16.234530721252742,115.26873143408147,0.0,-100.05289501423405
27,7.561405634069075,-25.463489637544328,0,-90.0,-180.0,1,0,2100,15.787385095266064,187.56140563406905,0.0,-99.86221314353112
28,-23.107101147200638,65.55509656972981,0,-90.0,-180.0,1,0,2100,16.667153885673578,156.89289885279936,0.0,-100.31478452069415
29,-182.1867603584852,61.31132707641396,0,-90.0,-180.0,1,0,2100,16.639493382658355,357.81323964151477,0.0,-99.9375991689748
30,123.45460529448462,-36.28514273733048,0,-90.0,-180.0,1,0,2100,15.60384364232974,303.4546052944846,0.0,-99.63227774458643
31,151.18779767703552,90.80953112449751,0,-90.0,-180.0,1,0,2100,16.80860320246446,151.1877976770354,0.0,-100.38020949847329
0,51.20535802890328,-18.291827769374905,0,0.0,0.0,2,120,2100,15.599769454407589,352.9829269665365,0.0,-99.75753524789718
1,20.358091180733794,70.68567917919134,0,0.0,0.0,2,120,2100,15.895921261303236,246.95151690800247,0.0,-99.92323525245459
2,22.49990746095409,-53.21105732666324,0,0.0,0.0,2,120,2100,15.652755251155995,44.0305994851559,0.0,-99.78398203050926
3,-74.47932863872016,-88.34634359726613,0,0.0,0.0,2,120,2100,16.115035506599515,61.59338580183831,0.0,-100.03734605412973
4,-178.30023394141617,-43.70960001708253,0,0.0,0.0,2,120,2100,16.534748330003257,61.77727595957407,0.0,-100.2593113169522
5,-24.048312225830216,-41.2820909861415,0,0.0,0.0,2,120,2100,15.463179513683516,84.89826686649178,0.0,-99.68131993483841
6,-108.47836824519521,32.38174938392123,0,0.0,0.0,2,120,2100,16.279103018975047,183.76849583125403,0.0,-100.1279386174893
7,175.5473273801415,43.42275000503383,0,0.0,0.0,2,120,2100,16.535707773752584,244.68959114783877,0.0,-100.2674322267252
8,155.23613400067836,-10.092506602099107,0,0.0,0.0,2,120,2100,16.653066566456797,353.021832056367,0.0,-100.28995756101448
9,75.79971720635524,-45.57713916436796,0,0.0,0.0,2,120,2100,16.003591894970732,16.465552011680927,0.0,-99.97298496998286
10,-88.92890944562123,-80.67878968295952,0,0.0,0.0,2,120,2100,16.118034264292536,69.3196102113964,0.0,-100.03920644272638
11,178.3253570450301,80.49500681013097,0,0.0,0.0,2,120,2100,16.220320578654672,240.28034699423068,0.0,-100.09932834926202
12,105.93076090303862,-8.897956093410059,0,0.0,0.0,2,120,2100,16.281080791471343,339.2473143534611,0.0,-100.11890423601211
13,33.49493922489975,-65.93226428869107,0,0.0,0.0,2,120,2100,15.870326528491471,46.15332328129796,0.0,-99.9040021788841
14,34.35681487060319,-71.56768198214515,0,0.0,0.0,2,120,2100,15.935897383344484,49.34790276504941,0.0,-99.93994530463614
15,-182.07511525519877,10.7702422697906,0,0.0,0.0,2,120,2100,16.750253711451542,250.7775884511301,0.0,-100.3784451678383
16,174.22350336551216,-77.87783799303831,0,0.0,0.0,2,120,2100,16.24571165608743,58.761582873531324,0.0,-100.10708763293701
17,-6.050434142557435,34.297205940962726,0,0.0,0.0,2,120,2100,15.16868962985753,231.21542946274678,0.0,-99.51694519586559
18,107.8162105821122,-43.419766185566495,0,0.0,0.0,2,120,2100,16.25333083607034,14.826872087976199,0.0,-100.10531085731101
19,-157.8686175716932,31.990420610946927,0,0.0,0.0,2,120,2100,16.574435067400167,208.90493520296843,0.0,-100.28732793308798
20,-5.7875298055867574,45.56210974058229,0,0.0,0.0,2,120,2100,15.445481086909913,234.35293202205202,0.0,-99.6731760314985
21,-2.759699771969224,53.71002764327855,0,0.0,0.0,2,120,2100,15.604661493338995,237.9751693185969,0.0,-99.76206079993284
22,166.97683402852323,-78.7086824272585,0,0.0,0.0,2,120,2100,16.235246963670686,57.4238362669098,0.0,-100.10143957677057
23,27.249826374547183,82.7911555944149,0,0.0,0.0,2,120,2100,16.04613485616969,243.31454796387573,0.0,-100.0051341571923
24,-9.488448319603464,-54.20959239031286,0,0.0,0.0,2,120,2100,15.623346861576781,66.77785051643707,0.0,-99.76924315411044
25,-87.94920848529614,-92.76743104468542,0,0.0,0.0,2,120,2100,16.12106295287068,57.23433875119724,0.0,-100.04039165658514
26,-64.7312685659185,10.924911712899444,0,0.0,0.0,2,120,2100,15.797927013469119,162.04863077232437,0.0,-99.86652893576941
27,7.561405634069075,-25.463489637544328,0,0.0,0.0,2,120,2100,14.896939384962685,44.55269142460486,0.0,-99.35131838531879
28,-23.107101147200638,65.55509656972981,0,0.0,0.0,2,120,2100,15.834176006807857,229.88514093589447,0.0,-99.88863829552977
29,-182.1867603584852,61.31132707641396,0,0.0,0.0,2,120,2100,16.396465411451825,241.1961901732762,0.0,-100.19373575440684
30,123.45460529448462,-36.28514273733048,0,0.0,0.0,2,120,2100,16.377042727167378,11.346606977199826,0.0,-100.1685975147852
31,151.18779767703552,90.80953112449751,0,0.0,0.0,2,120,2100,16.112051179478353,239.6098344019805,0.0,-100.04078463754713
0,51.20535802890328,-18.291827769374905,0,90.0,180.0,3,240,2100,16.304983615204836,68.79464197109672,0.0,-100.07115941115748
1,20.358091180733794,70.68567917919134,0,90.0,180.0,3,240,2100,14.581001137587752,99.64190881926623,0.0,-99.17073515042503
2,22.49990746095409,-53.21105732666324,0,90.0,180.0,3,240,2100,16.58447337052552,97.50009253904591,0.0,-100.27505013927795
3,-74.47932863872016,-88.34634359726613,0,90.0,180.0,3,240,2100,16.803881300971913,194.4793286387203,0.0,-100.23768647087763
4,-178.30023394141617,-43.70960001708253,0,90.0,180.0,3,240,2100,16.515824191670045,298.3002339414162,0.0,-99.51560908084494
5,-24.048312225830216,-41.2820909861415,0,90.0,180.0,3,240,2100,16.497502283048718,144.04831222583022,0.0,-100.22767785783306
6,-108.47836824519521,32.38174938392123,0,90.0,180.0,3,240,2100,15.673993364682396,228.47836824519516,0.0,-99.54914809788276
7,175.5473273801415,43.42275000503383,0,90.0,180.0,3,240,2100,15.46126625754287,304.4526726198585,0.0,-99.10933240546791
8,155.23613400067836,-10.092506602099107,0,90.0,180.0,3,240,2100,16.226248754432845,324.76386599932164,0.0,-99.25195286597884
9,75.79971720635524,-45.57713916436796,0,90.0,180.0,3,240,2100,16.529694677603704,44.20028279364476,0.0,-100.10241091857554
10,-88.92890944562123,-80.67878968295952,0,90.0,180.0,3,240,2100,16.759937260064092,208.92890944562123,0.0,-100.15209396902183
11,178.3253570450301,80.49500681013097,0,90.0,180.0,3,240,2100,13.87197204484929,301.6746429549699,0.0,-98.53975970186285
12,105.93076090303862,-8.897956093410059,0,90.0,180.0,3,240,2100,16.214242503136543,14.069239096961383,0.0,-99.81676649784623
13,33.49493922489975,-65.93226428869107,0,90.0,180.0,3,240,2100,16.66957560757266,86.50506077510022,0.0,-100.3006071433057
14,34.35681487060319,-71.56768198214515,0,90.0,180.0,3,240,2100,16.70507803423741,85.64318512939678,0.0,-100.31669859028612
15,-182.07511525519877,10.7702422697906,0,90.0,180.0,3,240,2100,15.992505910835053,302.07511525519874,0.0,-99.30945814759617
16,174.22350336551216,-77.87783799303831,0,90.0,180.0,3,240,2100,16.74339045388962,305.77649663448784,0.0,-99.53937106737706
17,-6.050434142557435,34.297205940962726,0,90.0,180.0,3,240,2100,15.640184309869829,126.05043414255744,0.0,-99.7720761242314
18,107.8162105821122,-43.419766185566495,0,90.0,180.0,3,240,2100,16.5136542024257,12.183789417887795,0.0,-99.94522705132975
19,-157.8686175716932,31.990420610946927,0,90.0,180.0,3,240,2100,15.680762153930802,277.8686175716932,0.0,-99.3228899348507
20,-5.7875298055867574,45.56210974058229,0,90.0,180.0,3,240,2100,15.41424653217054,125.78752980558676,0.0,-99.64581611050589
21,-2.759699771969224,53.71002764327855,0,90.0,180.0,3,240,2100,15.211695547316205,122.75969977196922,0.0,-99.53289383523091
22,166.97683402852323,-78.7086824272585,0,90.0,180.0,3,240,2100,16.7483273484292,313.02316597147677,0.0,-99.49000151294408
23,27.249826374547183,82.7911555944149,0,90.0,180.0,3,240,2100,13.595463748253769,92.75017362545282,0.0,-98.58446524463962
24,-9.488448319603464,-54.20959239031286,0,90.0,180.0,3,240,2100,16.59142164664646,129.4884483196035,0.0,-100.29072696249882
25,-87.94920848529614,-92.76743104468542,0,90.0,180.0,3,240,2100,16.797616709969066,27.949208485296083,0.0,-100.15348548680998
26,-64.7312685659185,10.924911712899444,0,90.0,180.0,3,240,2100,15.990551839577451,184.73126856591853,0.0,-99.86747296108439
27,7.561405634069075,-25.463489637544328,0,90.0,180.0,3,240,2100,16.36910829104112,112.43859436593095,0.0,-100.17396486669942
28,-23.107101147200638,65.55509656972981,0,90.0,180.0,3,240,2100,14.816575953305136,143.10710114720064,0.0,-99.30223762651522
29,-182.1867603584852,61.31132707641396,0,90.0,180.0,3,240,2100,14.97665652662198,302.1867603584851,0.0,-98.94725800041435
30,123.45460529448462,-36.28514273733048,0,90.0,180.0,3,240,2100,16.45869629915539,356.5453947055154,0.0,-99.11949169885438
31,151.18779767703552,90.80953112449751,0,90.0,180.0,3,240,2100,11.408864879458969,148.81220232296437,0.0,-97.12711771802985
0,51.900520754384104,-17.90023606120414,1,-90.0,-180.0,1,0,2100,15.898204735083754,231.90052075438408,0.0,-99.89510793563564
1,19.90252458947137,72.33048023467094,1,-90.0,-180.0,1,0,2100,16.7097881543272,199.90252458947137,0.0,-100.33773284939132
2,21.554115088497127,-53.66479812783931,1,-90.0,-180.0,1,0,2100,15.212941107428875,201.5541150884971,0.0,-99.54310230396437
3,-73.47174362428844,-88.74400656973212,1,-90.0,-180.0,1,0,2100,11.848087829883585,106.52825637571169,0.0,-97.43202378278309
4,-178.3035416967876,-43.71140704885592,1,-90.0,-180.0,1,0,2100,15.455049592546125,1.6964583032124096,0.0,-99.44194589605618
5,-22.785856677037486,-41.25114987401515,1,-90.0,-180.0,1,0,2100,15.506835634566213,157.2141433229625,0.0,-99.70513340140668
6,-107.65227087647465,31.957025909135638,1,-90.0,-180.0,1,0,2100,16.4238226499768,72.34772912352537,0.0,-100.06179870325192
7,175.31996541385126,42.74635963683602,1,-90.0,-180.0,1,0,2100,16.508594145004576,355.31996541385126,0.0,-99.89438601490446
8,154.90590547345693,-9.777365315794299,1,-90.0,-180.0,1,0,2100,16.00495965529931,334.90590547345687,0.0,-99.74472236756395
9,75.7789133962109,-45.66000525474194,1,-90.0,-180.0,1,0,2100,15.412041128560809,255.7789133962109,0.0,-99.61081701012321
10,-89.43816563899023,-78.4271860646155,1,-90.0,-180.0,1,0,2100,14.068813337779671,90.5618343610098,0.0,-98.86524061377342
11,177.87411645481166,80.6769313274147,1,-90.0,-180.0,1,0,2100,16.759926371976785,357.87411645481166,0.0,-99.98447297160124
12,103.65921786388049,-8.239442496325466,1,-90.0,-180.0,1,0,2100,16.023948895371586,283.6592178638805,0.0,-99.87848188243274
13,33.376233284699964,-65.5089036874499,1,-90.0,-180.0,1,0,2100,14.818463842764151,213.37623328469994,0.0,-99.31709007020527
14,31.25618798454272,-69.64285701048104,1,-90.0,-180.0,1,0,2100,14.633586138720844,211.2561879845427,0.0,-99.21236051928419
15,-182.37256886856233,11.39639786678957,1,-90.0,-180.0,1,0,2100,16.239191495409464,357.6274311314377,0.0,-99.77663272230777
16,174.2326329828452,-79.16720327961579,1,-90.0,-180.0,1,0,2100,14.002732935482035,354.23263298284513,0.0,-98.78553764819986
17,-7.634266213939327,35.556484489270815,1,-90.0,-180.0,1,0,2100,16.45290964476165,172.36573378606067,0.0,-100.21296452908356
18,112.80849710193144,-42.9148699830609,1,-90.0,-180.0,1,0,2100,15.472111271353242,292.8084971019314,0.0,-99.5870300866373
19,-152.88556918801027,31.103157645807443,1,-90.0,-180.0,1,0,2100,16.416796639378855,27.114430811989735,0.0,-99.93117480368018
20,-6.035656129657724,45.65919668762538,1,-90.0,-180.0,1,0,2100,16.53029974049152,173.9643438703423,0.0,-100.25260454014102
21,-2.956486349952627,53.64118187106624,1,-90.0,-180.0,1,0,2100,16.587472300155834,177.04351365004732,0.0,-100.28182409943226
22,166.84385641707752,-81.1409188997671,1,-90.0,-180.0,1,0,2100,13.801597900241422,346.8438564170775,0.0,-98.69037536999905
23,27.22321312211332,83.91380655026762,1,-90.0,-180.0,1,0,2100,16.778713703765114,207.22321312211332,0.0,-100.36686490313937
24,-10.322946947906559,-53.49190763019706,1,-90.0,-180.0,1,0,2100,15.217688031121657,169.67705305209347,0.0,-99.54841097358354
25,-86.4140111662882,-93.7783774945903,1,-90.0,-180.0,1,0,2100,12.9494509010603,273.5859888337117,0.0,-98.19849212756547
26,-64.52081907607425,11.042016288729442,1,-90.0,-180.0,1,0,2100,16.235690362385025,115.47918092392575,0.0,-100.05378465392297
27,7.0534116153929745,-25.19701246421424,1,-90.0,-180.0,1,0,2100,15.791505685150714,187.05341161539295,0.0,-99.86450287191082
28,-22.807505332194467,65.46774022056314,1,-90.0,-180.0,1,0,2100,16.666592149774576,157.19249466780548,0.0,-100.31466784663658
29,-183.19900347971014,60.62783286799899,1,-90.0,-180.0,1,0,2100,16.634966011413496,356.80099652028986,0.0,-99.93953158305321
30,122.15571470506757,-34.03377239090412,1,-90.0,-180.0,1,0,2100,15.644902431197002,302.1557147050675,0.0,-99.65491980388248
31,152.11006784880732,91.03713657672907,1,-90.0,-180.0,1,0,2100,16.807332207887953,152.11006784880726,0.0,-100.38031158827366
0,51.900520754384104,-17.90023606120414,1,0.0,0.0,2,120,2100,15.609957120510673,352.3154470925577,0.0,-99.76314985887537
1,19.90252458947137,72.33048023467094,1,0.0,0.0,2,120,2100,15.916314744086431,246.18912280856347,0.0,-99.9343766807918
2,21.554115088497127,-53.66479812783931,1,0.0,0.0,2,120,2100,15.655442337032884,44.87894499321965,0.0,-99.78554559306015
3,-73.47174362428844,-88.74400656973212,1,0.0,0.0,2,120,2100,16.115985832510418,61.2041108268823,0.0,-100.03784355130502
4,-178.3035416967876,-43.71140704885592,1,0.0,0.0,2,120,2100,16.534735832966593,61.77370866602476,0.0,-100.25930086533087
5,-22.785856677037486,-41.25114987401515,1,0.0,0.0,2,120,2100,15.451395825128225,83.82622747822612,0.0,-99.67468942626701
6,-107.65227087647465,31.957025909135638,1,0.0,0.0,2,120,2100,16.273245779365322,183.21082728485163,0.0,-100.12474460201102
7,175.31996541385126,42.74635963683602,1,0.0,0.0,2,120,2100,16.54048045865614,245.04477263390947,0.0,-100.26993016422296
8,154.90590547345693,-9.777365315794299,1,0.0,0.0,2,120,2100,16.651792614907574,352.11293722463495,0.0,-100.29008089014617
9,75.7789133962109,-45.66000525474194,1,0.0,0.0,2,120,2100,16.00359738505315,16.55095307629955,0.0,-99.97300796354979
10,-89.43816563899023,-78.4271860646155,1,0.0,0.0,2,120,2100,16.118710496832065,71.57227255729674,0.0,-100.03962241725529
11,177.87411645481166,80.6769313274147,1,0.0,0.0,2,120,2100,16.218466605438913,240.3489213381594,0.0,-100.09833544523572
12,103.65921786388049,-8.239442496325466,1,0.0,0.0,2,120,2100,16.259875627562234,338.47582226807447,0.0,-100.10849860181649
13,33.376233284699964,-65.5089036874499,1,0.0,0.0,2,120,2100,15.865014227574319,45.93100429712092,0.0,-99.90108408620891
14,31.25618798454272,-69.64285701048104,1,0.0,0.0,2,120,2100,15.906491578385838,49.10259278810338,0.0,-99.92392924011087
15,-182.37256886856233,11.39639786678957,1,0.0,0.0,2,120,2100,16.746273000352247,251.6057107823309,0.0,-100.37631930805989
16,174.2326329828452,-79.16720327961579,1,0.0,0.0,2,120,2100,16.233067105979792,58.89839259579719,0.0,-100.10036305977364
17,-7.634266213939327,35.556484489270815,1,0.0,0.0,2,120,2100,15.210895400265265,229.47115515383177,0.0,-99.5410424540028
18,112.80849710193144,-42.9148699830609,1,0.0,0.0,2,120,2100,16.288236120899782,15.245558903496828,0.0,-100.12364091079863
19,-152.88556918801027,31.103157645807443,1,0.0,0.0,2,120,2100,16.55931392257096,202.93103418538135,0.0,-100.27903979737371
20,-6.035656129657724,45.65919668762538,1,0.0,0.0,2,120,2100,15.448116197416935,234.13314622386622,0.0,-99.67466225205155
21,-2.956486349952627,53.64118187106624,1,0.0,0.0,2,120,2100,15.6035167578825,237.82557881627633,0.0,-99.76142325103174
22,166.84385641707752,-81.1409188997671,1,0.0,0.0,2,120,2100,16.211476313005484,57.96825175010201,0.0,-100.08880356658324
23,27.22321312211332,83.91380655026762,1,0.0,0.0,2,120,2100,16.057971240723816,242.79248540729287,0.0,-100.01155354301287
24,-10.322946947906559,-53.49190763019706,1,0.0,0.0,2,120,2100,15.612380366208349,67.55546330210402,0.0,-99.76321256860334
25,-86.4140111662882,-93.7783774945903,1,0.0,0.0,2,120,2100,16.122584102050304,56.22899900026027,0.0,-100.04116298623926
26,-64.52081907607425,11.042016288729442,1,0.0,0.0,2,120,2100,15.794929336092824,162.1976833488598,0.0,-99.86490266349055
27,7.0534116153929745,-25.19701246421424,1,0.0,0.0,2,120,2100,14.882219820446043,45.37282506481142,0.0,-99.34280658490808
28,-22.807505332194467,65.46774022056314,1,0.0,0.0,2,120,2100,15.832228135832567,229.96706657478882,0.0,-99.88756804950563
29,-183.19900347971014,60.62783286799899,1,0.0,0.0,2,120,2100,16.401979040177423,241.7989722819434,0.0,-100.19668520194602
30,122.15571470506757,-34.03377239090412,1,0.0,0.0,2,120,2100,16.37521987622173,8.58059801488264,0.0,-100.16684373272612
31,152.11006784880732,91.03713657672907,1,0.0,0.0,2,120,2100,16.109726277557343,239.51481254434708,0.0,-100.03951999136626
0,51.900520754384104,-17.90023606120414,1,90.0,180.0,3,240,2100,16.301360983578654,68.0994792456159,0.0,-100.06739543644272
1,19.90252458947137,72.33048023467094,1,90.0,180.0,3,240,2100,14.491995456681302,100.0974754105286,0.0,-99.12012779237818
2,21.554115088497127,-53.66479812783931,1,90.0,180.0,3,240,2100,16.587636698093878,98.44588491150284,0.0,-100.27789789661185
3,-73.47174362428844,-88.74400656973212,1,90.0,180.0,3,240,2100,16.806108541874167,193.4717436242886,0.0,-100.24294814751408
4,-178.3035416967876,-43.71140704885592,1,90.0,180.0,3,240,2100,16.515837706177916,298.30354169678765,0.0,-99.51559087785061
5,-22.785856677037486,-41.25114987401515,1,90.0,180.0,3,240,2100,16.497266571105722,142.7858566770375,0.0,-100.2292251123504
6,-107.65227087647465,31.957025909135638,1,90.0,180.0,3,240,2100,15.681337663845262,227.65227087647463,0.0,-99.55605208911801
7,175.31996541385126,42.74635963683602,1,90.0,180.0,3,240,2100,15.475683726085705,304.68003458614874,0.0,-99.11331077100468
8,154.90590547345693,-9.777365315794299,1,90.0,180.0,3,240,2100,16.223095287468478,325.0940945265431,0.0,-99.24895746213545
9,75.7789133962109,-45.66000525474194,1,90.0,180.0,3,240,2100,16.53030570075572,44.221086603789104,0.0,-100.10278913634644
10,-89.43816563899023,-78.4271860646155,1,90.0,180.0,3,240,2100,16.746657419837398,209.4381656389902,0.0,-100.14365485859878
11,177.87411645481166,80.6769313274147,1,90.0,180.0,3,240,2100,13.85264663504966,302.12588354518834,0.0,-98.53141615715998
12,103.65921786388049,-8.239442496325466,1,90.0,180.0,3,240,2100,16.207561721194033,16.340782136119515,0.0,-99.82442591334583
13,33.376233284699964,-65.5089036874499,1,90.0,180.0,3,240,2100,16.6668568864714,86.62376671530001,0.0,-100.29946844488312
14,31.25618798454272,-69.64285701048104,1,90.0,180.0,3,240,2100,16.693093073158465,88.74381201545725,0.0,-100.31669050006641
15,-182.37256886856233,11.39639786678957,1,90.0,180.0,3,240,2100,15.984571481621376,302.3725688685623,0.0,-99.30495594033393
16,174.2326329828452,-79.16720327961579,1,90.0,180.0,3,240,2100,16.751041487726194,305.7673670171548,0.0,-99.5418365618302
17,-7.634266213939327,35.556484489270815,1,90.0,180.0,3,240,2100,15.61731775686013,127.63426621393933,0.0,-99.75882737819755
18,112.80849710193144,-42.9148699830609,1,90.0,180.0,3,240,2100,16.50986275584154,7.191502898068563,0.0,-99.916865774899
19,-152.88556918801027,31.103157645807443,1,90.0,180.0,3,240,2100,15.695941471744105,272.8855691880102,0.0,-99.35398368298465
20,-6.035656129657724,45.65919668762538,1,90.0,180.0,3,240,2100,15.412059364006824,126.03565612965775,0.0,-99.64453077685128
21,-2.956486349952627,53.64118187106624,1,90.0,180.0,3,240,2100,15.213590851431663,122.95648634995263,0.0,-99.53393342846216
22,166.84385641707752,-81.1409188997671,1,90.0,180.0,3,240,2100,16.762641197037162,313.1561435829225,0.0,-99.49338221350061
23,27.22321312211332,83.91380655026762,1,90.0,180.0,3,240,2100,13.426178153272835,92.7767868778867,0.0,-98.47917508037276
24,-10.322946947906559,-53.49190763019706,1,90.0,180.0,3,240,2100,16.586432543677496,130.32294694790653,0.0,-100.28765166773591
25,-86.4140111662882,-93.7783774945903,1,90.0,180.0,3,240,2100,16.791896312929214,26.414011166288162,0.0,-100.14322708823221
26,-64.52081907607425,11.042016288729442,1,90.0,180.0,3,240,2100,15.989069813284221,184.52081907607425,0.0,-99.86733643862698
27,7.0534116153929745,-25.19701246421424,1,90.0,180.0,3,240,2100,16.366797732721,112.94658838460703,0.0,-100.17292628474561
28,-22.807505332194467,65.46774022056314,1,90.0,180.0,3,240,2100,14.820143183582749,142.80750533219447,0.0,-99.30445940309993
29,-183.19900347971014,60.62783286799899,1,90.0,180.0,3,240,2100,15.000201675879637,303.1990034797101,0.0,-98.95166363067895
30,122.15571470506757,-34.03377239090412,1,90.0,180.0,3,240,2100,16.440707799223592,357.84428529493243,0.0,-99.10698169100675
31,152.11006784880732,91.03713657672907,1,90.0,180.0,3,240,2100,11.656626126059615,147.88993215119257,0.0,-97.30282970530152
0,51.77783683792751,-17.9000872525135,2,-90.0,-180.0,1,0,2100,15.898206799008937,231.77783683792745,0.0,-99.89524648607899
1,19.925166063406095,72.91937607737407,2,-90.0,-180.0,1,0,2100,16.713409348570718,199.92516606340607,0.0,-100.33950483664057
2,23.75212017599995,-53.81383502677728,2,-90.0,-180.0,1,0,2100,15.208830951255322,203.75212017599992,0.0,-99.5400687784677
3,-73.26242755790688,-88.92542285912641,2,-90.0,-180.0,1,0,2100,11.692089426875226,106.73757244209332,0.0,-97.31743892006213
4,-178.2821004007462,-44.02129713319099,2,-90.0,-180.0,1,0,2100,15.448332343786026,1.7178995992537693,0.0,-99.43905092100287
5,-21.432587537310468,-37.497716187435884,2,-90.0,-180.0,1,0,2100,15.581010681228957,158.5674124626895,0.0,-99.74626100669808
6,-103.89691542108505,29.836160770813876,2,-90.0,-180.0,1,0,2100,16.40627939821114,76.10308457891495,0.0,-100.0625279161117
7,174.62572657037356,41.5755899759593,2,-90.0,-180.0,1,0,2100,16.49973542374032,354.6257265703735,0.0,-99.8932411507146
8,151.15831606660225,-11.731729796570988,2,-90.0,-180.0,1,0,2100,15.980296242253882,331.15831606660225,0.0,-99.7439129412896
9,76.07677719589162,-45.66750634401744,2,-90.0,-180.0,1,0,2100,15.411871942200783,256.0767771958916,0.0,-99.61034302176435
10,-88.86193748549425,-78.50995290396779,2,-90.0,-180.0,1,0,2100,14.061635812832868,91.13806251450575,0.0,-98.86141953838819
11,178.03602408122202,81.53968175547814,2,-90.0,-180.0,1,0,2100,16.764968512992777,358.036024081222,0.0,-99.98580743113462
12,104.36345875114603,-6.40570410193456,2,-90.0,-180.0,1,0,2100,16.046129234624992,284.363458751146,0.0,-99.88790331258105
13,35.572776345907045,-63.42005579803248,2,-90.0,-180.0,1,0,2100,14.900311132287978,215.57277634590702,0.0,-99.36247627859775
14,31.462390408499118,-69.76563552195928,2,-90.0,-180.0,1,0,2100,14.62753665501204,211.4623904084991,0.0,-99.20884571330006
15,-182.38564479001073,11.400894655904224,2,-90.0,-180.0,1,0,2100,16.239235843030293,357.61435520998924,0.0,-99.77669835146514
16,174.2313675757406,-79.13497411590762,2,-90.0,-180.0,1,0,2100,14.005703663127058,354.2313675757406,0.0,-98.78695961327642
